,link,pub_titles,predicted category
7035,https://www.researchgate.net/profile/Sven-Hinderaker,Why ethics is indispensable for good-quality operational research [Short communication],biology
7036,https://www.researchgate.net/profile/Sven-Hinderaker,Why caretakers bypass Primary Health Care facilities for child care - a case from rural Tanzania,biology
7037,https://www.researchgate.net/profile/Sven-Hinderaker,Current status of medication adherence and infant follow up in the prevention of mother to child HIV transmission programme in Addis Ababa: A cohort study,biology
7038,https://www.researchgate.net/profile/Sven-Hinderaker,Is transcription of data on antiretroviral treatment from electronic to paper-based registers reliable in Malawi?,biology
7039,https://www.researchgate.net/profile/Sven-Hinderaker,Detection of malaria in relation to fever and grade of malnutrition among malnourished children in Ethiopia,biology
7040,https://www.researchgate.net/profile/Sven-Hinderaker,Childhood tuberculosis deskguide and monitoring: An intervention to improve case management in Pakistan,biology
7041,https://www.researchgate.net/profile/Sven-Hinderaker,High maternal mortality estimated by the sisterhood method in a rural area of Mali,biology
7042,https://www.researchgate.net/profile/Sven-Hinderaker,Translating childhood tuberculosis case management research into operational policies,biology
7043,https://www.researchgate.net/profile/Sven-Hinderaker,A cohort study on obstetric care for HIV positive women in Addis Ababa: Intrapartum transfers and associated delays,biology
7044,https://www.researchgate.net/profile/Sven-Hinderaker,Treatment delay among tuberculosis patients in Tanzania: Data from the FIDELIS Initiative,biology
7045,https://www.researchgate.net/profile/Sven-Hinderaker,Intensified tuberculosis case finding among people living with the human immunodeficiency virus in a hospital clinic in Ethiopia,biology
7046,https://www.researchgate.net/profile/Sven-Hinderaker,The Union and Médecins Sans Frontières approach to operational research [State of the art series. Operational research. Number 2 in the series],math
7047,https://www.researchgate.net/profile/Sven-Hinderaker,The Union and Medecins Sans Frontieres approach to operational research,math
7048,https://www.researchgate.net/profile/Sven-Hinderaker,The Union and Médecins Sans Frontières approach to operational research. [State of the Art Series. Operational Research. Number 2 in the series],math
7049,https://www.researchgate.net/profile/Sven-Hinderaker,Performance of culture and drug susceptibility testing in pulmonary tuberculosis patients in northern China,biology
7050,https://www.researchgate.net/profile/Sven-Hinderaker,The FIDELIS initiative: Innovative strategies for increased case finding,biology
7051,https://www.researchgate.net/profile/Sven-Hinderaker,Are children with tuberculosis in Pakistan managed according to National programme policy guidelines? A study from 3 districts in Punjab,biology
7052,https://www.researchgate.net/profile/Sven-Hinderaker,Promising outcomes of a national programme for the prevention of Mother-to-Child HIV transmission in Addis Ababa: a retrospective study,biology
7053,https://www.researchgate.net/profile/Sven-Hinderaker,Diagnosis and outcome of childhood tuberculosis: Implementing public health policy in three districts of Pakistan,biology
7054,https://www.researchgate.net/profile/Sven-Hinderaker,"Management of tuberculosis: a guide to the essentials of good practice. Paris, France: International Union Against Tuberculosis and Lung Disease, 2010",biology
7055,https://www.researchgate.net/profile/Sven-Hinderaker,Indoor solid fuel combustion and tuberculosis: is there an association? [Review article],biology
7056,https://www.researchgate.net/profile/Sven-Hinderaker,Indoor Solid Fuel Combustion and Tuberculosis: Is There An Association?,biology
7057,https://www.researchgate.net/profile/Sven-Hinderaker,Serious adverse reactions in a tuberculosis programme setting in Kyrgyzstan [Notes from the field],physics
7058,https://www.researchgate.net/profile/Sven-Hinderaker,"Making stillbirths count, making numbers talk - Issues in data collection for stillbirths",biology
7059,https://www.researchgate.net/profile/Sven-Hinderaker,Serious adverse reactions in a tuberculosis programme setting in Kyrgyzstan,biology
7060,https://www.researchgate.net/profile/Sven-Hinderaker,The diagnosis of urinary tract infections among pregnant women in rural Tanzania; Prevalences and correspondence between diferent diagnostic methods,biology
7061,https://www.researchgate.net/profile/Sven-Hinderaker,Maternal deaths in developing countries: A preventable tragedy,biology
7062,https://www.researchgate.net/profile/Sven-Hinderaker,Isoniazid preventive therapy for people living with HIV: Public health challenges and implementation issues,biology
7063,https://www.researchgate.net/profile/Sven-Hinderaker,Registering initial defaulters and reporting on their treatment outcomes,biology
7064,https://www.researchgate.net/profile/Sven-Hinderaker,Delay in the diagnosis of tuberculosis in Nepal,biology
7065,https://www.researchgate.net/profile/Sven-Hinderaker,Registering initial defaulters and reporting on their treatment outcomes [Unresolved issues],biology
7066,https://www.researchgate.net/profile/Sven-Hinderaker,Validty of non-invasive assessment of anaemia in pregnancy,biology
7067,https://www.researchgate.net/profile/Sven-Hinderaker,Risk factors for maternal death in the highlands of rural northern Tanzania: A case-control study,biology
7068,https://www.researchgate.net/profile/Sven-Hinderaker,Cochrane systematic review of directly observed therapy for treating tuberculosis: Good analysis of the wrong outcome,biology
7069,https://www.researchgate.net/profile/Sven-Hinderaker,High success rate of TB treatment among Bhutanese refugees in Nepal,biology
7070,https://www.researchgate.net/profile/Sven-Hinderaker,Tuberculosis bacteriology - priorities and indications in high prevalence countries: position of the technical staff of the Tuberculosis Division of the International Union Against Tuberculosis and Lung Disease,biology
7071,https://www.researchgate.net/profile/Sven-Hinderaker,Antimicrobial resistance in urinary bacterial isolates from pregnant women in rural Tanzania: Implications for public health,biology
7072,https://www.researchgate.net/profile/Sven-Hinderaker,Do doctors in north-western Somalia follow the national guidelines for tuberculosis management?,biology
7073,https://www.researchgate.net/profile/Sven-Hinderaker,Avoidable stillbirths and neonatal deaths in rural Tanzania,biology
7074,https://www.researchgate.net/profile/Sven-Hinderaker,Avoidable stillbirths and neonatal deaths in rural Tanzania,biology
7075,https://www.researchgate.net/profile/Sven-Hinderaker,Perinatal Mortality in Northern Rural Tanzania,biology
7076,https://www.researchgate.net/profile/Sven-Hinderaker,Perinatal mortality and anaemia in pregnancy in rural northern Tanzania,biology
7077,https://www.researchgate.net/profile/Sven-Hinderaker,Causes and characteristics of maternal deaths in rural northern Tanzania,biology
7078,https://www.researchgate.net/profile/Sven-Hinderaker,Maternal mortality in northern rural Tanzania: Assessing the completeness of various information sources,biology
7079,https://www.researchgate.net/profile/Sven-Hinderaker,Anemia in pregnancy in rural Tanzania: Associations with micronutrients status and infections,biology
7080,https://www.researchgate.net/profile/Sven-Hinderaker,Maternal mortality in northern rural Tanzania: assessing the completeness of various information sources,biology
7081,https://www.researchgate.net/profile/Sven-Hinderaker,Low HIV-prevalence in pregnant women in a rural area in Tanzania,biology
7082,https://www.researchgate.net/profile/Sven-Hinderaker,Anemia in pregnancy in the highlands of Tanzania,biology
7083,https://www.researchgate.net/profile/Sven-Hinderaker,Anemia in pregnancy in the highlands of Tanzania,biology
7084,https://www.researchgate.net/profile/Sven-Hinderaker,Estimates of maternal mortality by the sisterhood method in rural northern Tanzania: A household sample and an antenatal clinic sample,biology
7085,https://www.researchgate.net/profile/Sven-Hinderaker,Estimates of maternal mortality by the sisterhood method in rural northern Tanzania: a household sample and an antenatal clinic sample,biology
7086,https://www.researchgate.net/profile/Sven-Hinderaker,The diagnosis of urinary tract infections among pregnant women in rural Tanzania; prevalences and correspondence between different diagnostic methods,biology
7087,https://www.researchgate.net/profile/Sverre-Mork,Cortical neuronal densities and cerebral white matter demyelination in multiple sclerosis: a retrospective study,biology
7088,https://www.researchgate.net/profile/Sverre-Mork,Cellular heterogeneity contributes to subtype-specific expression of ZEB1 in human glioblastoma,biology
7089,https://www.researchgate.net/profile/Sverre-Mork,"Prognostic impact of chromosomal aberrations and GNAQ, GNA11 and BAP1 mutations in uveal melanoma",biology
7090,https://www.researchgate.net/profile/Sverre-Mork,MPTH-08 * ZEB1 IS UBIQUITOUSLY EXPRESSED ACROSS SUBTYPES IN HUMAN GLIOBLASTOMA AND A SURROGATE MARKER OF TUMOR PURITY,biology
7091,https://www.researchgate.net/profile/Sverre-Mork,Overexpression and Nucleolar Localization of γ-Tubulin Small Complex Proteins GCP2 and GCP3 in Glioblastoma,biology
7092,https://www.researchgate.net/profile/Sverre-Mork,Age-Dependent Association between Protein Expression of the Embryonic Stem Cell Marker Cripto-1 and Survival of Glioblastoma Patients,biology
7093,https://www.researchgate.net/profile/Sverre-Mork,EGFR wild-type amplification and activation promote invasion and development of glioblastoma independent of angiogenesis,biology
7094,https://www.researchgate.net/profile/Sverre-Mork,Gamma Knife Surgery as Monotherapy with Clinically Relevant Doses Prolongs Survival in a Human GBM Xenograft Model,biology
7095,https://www.researchgate.net/profile/Sverre-Mork,Paper I,physics
7096,https://www.researchgate.net/profile/Sverre-Mork,Primary diffuse large B-cell lymphoma of the dura without systemic recurrence four years after diagnosis and successful therapy,biology
7097,https://www.researchgate.net/profile/Sverre-Mork,Fatal diving accidents in Western Norway 1983-2007,biology
7098,https://www.researchgate.net/profile/Sverre-Mork,The cuprizone model: Regional heterogeneity of pathology,biology
7099,https://www.researchgate.net/profile/Sverre-Mork,Transscleral Optical Spectroscopy of Uveal Melanoma in Enucleated Human Eyes,biology
7100,https://www.researchgate.net/profile/Sverre-Mork,Abstract LB-518: Amplification and activation of EGFR wild-type mediates invasion of human glioblastoma in vivo,biology
7101,https://www.researchgate.net/profile/Sverre-Mork,Dietary Vitamin D3 Supplements Reduce Demyelination in the Cuprizone Model,biology
7102,https://www.researchgate.net/profile/Sverre-Mork,Microtubule-Severing ATPase Spastin in Glioblastoma: Increased Expression in Human Glioblastoma Cell Lines and Inverse Roles in Cell Motility and Proliferation,biology
7103,https://www.researchgate.net/profile/Sverre-Mork,Prognostic variables in oligodendroglial tumors: A single-institution study of 95 cases,biology
7104,https://www.researchgate.net/profile/Sverre-Mork,[High-grade gliomas in adults],biology
7105,https://www.researchgate.net/profile/Sverre-Mork,A novel brain metastases model developed in immunodeficient rats closely mimics the growth of metastatic brain tumours in patients,biology
